0.008408425	-0.009720404	-0.02056766	0.048698165	-0.06744973	-0.09125441	0.1314308	-0.09007256	0.09465181	0.016712127	-0.15176098	-0.04820388	0.1176503	0.08509831	-9.5657015e-06	-0.0035409417
-0.057240378	-0.10826451	0.01050776	-0.017588459	-0.09927463	0.0011390274	0.040360495	-0.06461811	0.05042846	-0.029505853	-0.04616961	-0.09937693	0.033565164	0.031069819	-0.013798765	0.0036303713
-0.041752562	-0.00050036993	0.05997071	-0.016822541	-0.03125313	-0.017157888	-0.060088452	0.010324046	0.0123816	-0.047505904	0.0042348136	-0.15148628	0.043601215	-0.10342677	-0.030715464	-0.030684838
-0.037841685	-0.17136006	-0.015114893	0.011502656	-0.10521003	0.032609284	0.05461227	0.017330645	0.090483464	0.05435984	-0.09383298	-0.09807126	0.026980525	-0.01719179	0.007609701	0.02820555
-0.0023674525	-0.29581133	-0.14257553	0.15460977	-0.13150771	-0.08105162	0.14414084	-0.07627573	0.10045228	0.04107024	-0.14715669	0.0704277	0.15065818	0.10518452	0.009004111	0.00012725822
-0.07180835	-0.14263517	0.016843677	-0.06421971	0.062082384	0.048277717	-0.09037439	0.08936128	0.013052746	-0.119021095	0.017098168	-0.17330423	-0.054790534	-0.089306295	-0.0942245	-0.069399126
-0.077365234	-0.11183861	0.035119057	-0.01798011	-0.054866068	0.026202993	-0.03989432	0.06394743	0.016923014	-0.039170302	-0.04075791	-0.09732511	0.035696648	-0.0046177483	-0.042070057	-0.028959388
0.026900182	-0.3403925	-0.013892702	0.03723637	-0.024514392	-0.02419404	0.020954322	-0.04935729	0.11688239	0.027798327	-0.084421374	-0.030127171	0.028655017	0.04852526	-0.017394777	-0.040280875
0.008643223	-0.17484517	-0.07799146	0.047999986	-0.13276081	-0.052689653	0.04448604	-0.07628737	0.05771808	0.06203787	-0.08952526	-0.040341258	0.09160943	0.021118965	0.0017825686	0.041598313
-0.053331338	0.14132048	0.061118744	-0.047035675	-0.020850161	0.0388462	-0.0632687	0.09179133	-0.013248389	-0.0627999	0.039239112	-0.13785848	-0.01998178	-0.038757805	0.0076588057	-0.04486889
-0.0206296	-0.49260208	0.0050040134	-0.019927483	-0.00038638202	0.022262331	0.0010307161	-0.050718058	0.05212148	-0.0143231265	-0.03102551	-0.030261207	0.009168104	0.042341016	-0.018989008	-0.10363649
0.01308228	0.4389799	-0.029714026	-0.018236341	-0.11537597	-0.017819263	0.10262536	-0.03661947	-0.004002049	0.068743885	-0.021253612	0.0679709	0.14167358	0.0028642905	0.033313803	0.09186161
-0.068435274	0.11858981	0.063730575	0.0064573353	0.00690966	-0.01749659	-0.04106574	0.006609332	-0.053078614	-0.006789602	-0.0030097112	-0.088449694	-0.037153002	-0.015948568	-0.009807078	-0.01578479
